date-time,temp,humid
2021-09-21-8,20.6,99.0
2021-09-21-9,20.2,99.0
2021-09-21-10,20.8,99.0
2021-09-21-11,21.5,99.0
2021-09-21-12,22.5,99.0
2021-09-21-13,23.3,96.0
2021-09-21-14,25.5,88.0
2021-09-21-15,24.3,84.0
2021-09-21-16,24.2,87.0
2021-09-21-17,25.2,78.0
2021-09-21-18,24.3,83.0
2021-09-21-19,22.9,94.0
2021-09-21-20,22.4,95.0
2021-09-21-21,21.8,95.0
2021-09-21-22,21.5,97.0
2021-09-21-23,21.5,97.0
2021-09-22-0,21.1,97.0
2021-09-22-1,21.3,97.0
2021-09-22-2,21.3,96.0
2021-09-22-3,21.3,96.0
2021-09-22-4,21.0,95.0
2021-09-22-5,20.9,96.0
2021-09-22-6,21.0,97.0
2021-09-22-7,21.6,98.0
2021-09-22-8,22.6,97.0
2021-09-22-9,24.0,96.0
2021-09-22-10,25.1,93.0
2021-09-22-11,18.8,94.0
2021-09-22-12,23.1,81.0
2021-09-22-13,25.5,71.0
2021-09-22-14,27.4,68.0
2021-09-22-15,28.0,58.0
2021-09-22-16,28.1,52.0
2021-09-22-17,27.2,58.0
2021-09-22-18,25.6,66.0
2021-09-22-19,24.1,64.0
2021-09-22-20,21.9,76.0
2021-09-22-21,22.0,87.0
2021-09-22-22,20.8,96.0
2021-09-22-23,20.8,96.0
2021-09-23-0,20.2,97.0
2021-09-23-1,19.9,98.0
2021-09-23-2,19.3,99.0
2021-09-23-3,19.2,99.0
2021-09-23-4,18.8,99.0
2021-09-23-5,18.4,99.0
2021-09-23-6,18.0,99.0
2021-09-23-7,17.9,99.0
2021-09-23-8,18.7,99.0
2021-09-23-9,21.4,84.0
2021-09-23-10,22.8,67.0
2021-09-23-11,23.7,62.0
2021-09-23-12,24.9,60.0
2021-09-23-13,25.4,55.0
2021-09-23-14,25.8,48.0
2021-09-23-15,26.0,42.0
2021-09-23-16,24.8,42.0
2021-09-23-17,24.4,46.0
2021-09-23-18,23.3,53.0
2021-09-23-19,22.0,56.0
2021-09-23-20,21.0,61.0
2021-09-23-21,20.3,66.0
2021-09-23-22,19.4,76.0
2021-09-23-23,18.8,79.0
2021-09-24-0,18.9,78.0
2021-09-24-1,18.6,84.0
2021-09-24-2,17.5,94.0
2021-09-24-3,17.0,95.0
2021-09-24-4,16.5,96.0
2021-09-24-5,16.2,97.0
2021-09-24-6,15.9,96.0
2021-09-24-7,16.3,96.0
2021-09-24-8,17.6,92.0
2021-09-24-9,19.7,84.0
2021-09-24-10,21.7,69.0
2021-09-24-11,23.4,56.0
2021-09-24-12,24.4,56.0
2021-09-24-13,26.0,56.0
2021-09-24-14,26.2,57.0
2021-09-24-15,26.5,48.0
2021-09-24-16,24.7,57.0
2021-09-24-17,25.6,55.0
2021-09-24-18,23.5,66.0
2021-09-24-19,23.1,66.0
2021-09-24-20,21.9,77.0
2021-09-24-21,21.1,79.0
2021-09-24-22,20.9,78.0
2021-09-24-23,20.4,83.0
2021-09-25-0,19.4,89.0
2021-09-25-1,19.1,92.0
2021-09-25-2,19.1,94.0
2021-09-25-3,18.6,95.0
2021-09-25-4,18.9,92.0
2021-09-25-5,18.4,92.0
2021-09-25-6,17.4,95.0
2021-09-25-7,18.3,94.0
2021-09-25-8,19.4,91.0
2021-09-25-9,20.6,85.0
2021-09-25-10,23.5,70.0
2021-09-25-11,24.3,68.0
2021-09-25-12,25.0,63.0
2021-09-25-13,26.3,57.0
2021-09-25-14,25.9,59.0
2021-09-25-15,26.1,60.0
2021-09-25-16,25.7,67.0
2021-09-25-17,24.9,70.0
2021-09-25-18,24.5,68.0
2021-09-25-19,23.2,73.0
2021-09-25-20,22.7,77.0
2021-09-25-21,22.3,85.0
2021-09-25-22,21.7,86.0
2021-09-25-23,21.3,86.0
2021-09-26-0,20.9,87.0
2021-09-26-1,20.5,90.0
2021-09-26-2,20.2,93.0
2021-09-26-3,19.8,94.0
2021-09-26-4,19.8,94.0
2021-09-26-5,19.8,92.0
2021-09-26-6,19.3,92.0
2021-09-26-7,19.7,90.0
2021-09-26-8,20.3,88.0
2021-09-26-9,21.4,81.0
2021-09-26-10,23.5,73.0
2021-09-26-11,23.7,73.0
2021-09-26-12,24.3,64.0
2021-09-26-13,25.0,65.0
2021-09-26-14,25.9,62.0
2021-09-26-15,25.9,65.0
2021-09-26-16,25.1,66.0
2021-09-26-17,24.6,68.0
2021-09-26-18,23.8,66.0
2021-09-26-19,23.5,67.0
2021-09-26-20,22.2,72.0
2021-09-26-21,21.9,79.0
2021-09-26-22,21.6,81.0
2021-09-26-23,21.6,80.0
2021-09-27-0,21.2,83.0
2021-09-27-1,20.6,84.0
2021-09-27-2,20.0,89.0
2021-09-27-3,20.0,87.0
2021-09-27-4,19.9,82.0
2021-09-27-5,19.6,82.0
2021-09-27-6,19.5,80.0
2021-09-27-7,19.4,83.0
2021-09-27-8,19.8,81.0
2021-09-27-9,21.6,74.0
2021-09-27-10,23.0,68.0
2021-09-27-11,24.3,64.0
2021-09-27-12,26.4,66.0
2021-09-27-13,25.0,62.0
2021-09-27-14,24.7,65.0
2021-09-27-15,26.0,64.0
2021-09-27-16,25.7,59.0
2021-09-27-17,24.7,66.0
2021-09-27-18,24.7,66.0
2021-09-27-19,24.4,68.0
2021-09-27-20,23.9,69.0
2021-09-27-21,23.5,71.0
2021-09-27-22,23.2,73.0
2021-09-27-23,22.9,77.0
2021-09-28-0,22.1,82.0
2021-09-28-1,22.2,84.0
2021-09-28-2,21.9,87.0
2021-09-28-3,21.6,87.0
2021-09-28-4,21.2,89.0
2021-09-28-5,21.3,87.0
2021-09-28-6,20.9,88.0
2021-09-28-7,21.0,87.0
2021-09-28-8,21.8,82.0
2021-09-28-9,22.4,78.0
2021-09-28-10,23.8,71.0
2021-09-28-11,24.1,70.0
2021-09-28-12,24.5,69.0
2021-09-28-13,24.7,71.0
2021-09-28-14,24.4,75.0
2021-09-28-15,24.7,74.0
2021-09-28-16,24.8,78.0
2021-09-28-17,24.0,76.0
2021-09-28-18,23.7,81.0
2021-09-28-19,21.7,97.0
2021-09-28-20,22.4,95.0
2021-09-28-21,22.0,96.0
2021-09-28-22,21.9,96.0
2021-09-28-23,22.0,96.0
2021-09-29-0,21.8,97.0
2021-09-29-1,22.0,97.0
2021-09-29-2,21.9,97.0
2021-09-29-3,21.9,97.0
2021-09-29-4,21.8,97.0
2021-09-29-5,22.0,97.0
2021-09-29-6,21.9,98.0
2021-09-29-7,22.1,98.0
2021-09-29-8,23.3,96.0
2021-09-29-9,24.1,96.0
2021-09-29-10,25.1,95.0
2021-09-29-11,25.8,93.0
2021-09-29-12,25.8,94.0
2021-09-29-13,21.6,99.0
2021-09-29-14,21.7,99.0
2021-09-29-15,22.5,99.0
2021-09-29-16,22.2,99.0
2021-09-29-17,22.3,99.0
2021-09-29-20,nan,nan
2021-09-29-21,22.3,99.0
2021-09-29-22,21.9,99.0
2021-09-29-23,21.7,99.0
2021-09-30-0,21.2,99.0
2021-09-30-1,20.0,nan
2021-09-30-2,19.8,82.9
2021-09-30-3,19.9,83.0
2021-09-30-4,19.5,82.7
2021-09-30-5,18.1,82.0
2021-09-30-6,17.5,83.0
2021-09-30-7,17.5,83.7
2021-09-30-8,18.2,84.1
2021-09-30-9,21.4,79.2
2021-09-30-10,25.2,62.2
2021-09-30-11,27.7,54.3
2021-09-30-12,29.4,49.4
2021-09-30-13,30.6,46.2
2021-09-30-14,31.8,42.5
2021-09-30-15,32.2,40.8
2021-09-30-16,32.1,39.5
2021-09-30-17,29.6,49.0
2021-09-30-18,26.3,57.0
2021-09-30-19,22.8,67.0
2021-09-30-20,22.0,70.0
2021-09-30-21,21.6,71.0
2021-09-30-22,21.2,75.0
2021-09-30-23,21.2,75.0
2021-10-01-0,19.5,80.0
2021-10-01-1,20.3,99.0
2021-10-01-2,19.4,99.0
2021-10-01-3,19.4,99.0
2021-10-01-4,18.8,99.0
2021-10-01-5,19.0,99.0
2021-10-01-6,19.1,99.0
2021-10-01-7,19.3,99.0
2021-10-01-8,19.2,99.0
2021-10-01-9,18.7,99.0
2021-10-01-10,20.7,98.0
2021-10-01-11,23.5,84.0
2021-10-01-12,24.5,79.0
2021-10-01-13,26.2,72.0
2021-10-01-14,26.4,63.0
2021-10-01-15,27.6,58.0
2021-10-01-16,27.7,57.0
2021-10-01-17,27.1,62.0
2021-10-01-18,25.5,72.0
2021-10-01-19,23.3,90.0
2021-10-01-20,21.9,98.0
2021-10-01-21,21.0,99.0
2021-10-01-22,20.6,99.0
2021-10-01-23,20.7,97.0
2021-10-02-0,19.8,99.0
2021-10-02-1,19.5,99.0
2021-10-02-2,19.8,98.0
2021-10-02-3,19.2,99.0
2021-10-02-4,18.6,99.0
2021-10-02-5,18.5,99.0
2021-10-02-6,18.5,99.0
2021-10-02-7,18.8,99.0
2021-10-02-8,19.4,99.0
2021-10-02-9,20.8,98.0
2021-10-02-10,22.7,89.0
2021-10-02-11,24.7,81.0
2021-10-02-12,26.0,77.0
2021-10-02-13,26.4,65.0
2021-10-02-14,29.3,48.0
2021-10-02-15,28.1,56.0
2021-10-02-16,28.2,52.0
2021-10-02-17,28.0,52.0
2021-10-02-18,25.9,56.0
2021-10-02-19,24.7,72.0
2021-10-02-20,23.8,84.0
2021-10-02-21,22.8,89.0
2021-10-02-22,22.1,93.0
2021-10-02-23,21.2,98.0
2021-10-03-0,20.7,99.0
2021-10-03-1,20.1,99.0
2021-10-03-2,20.1,99.0
2021-10-03-3,19.7,99.0
2021-10-03-4,19.0,99.0
2021-10-03-5,19.0,99.0
2021-10-03-6,18.3,99.0
2021-10-03-7,18.0,99.0
2021-10-03-8,19.1,99.0
2021-10-03-9,21.7,92.0
2021-10-03-10,24.2,76.0
2021-10-03-11,26.4,68.0
2021-10-03-12,28.2,51.0
2021-10-03-13,29.3,50.0
2021-10-03-14,29.3,50.0
2021-10-03-15,29.6,49.0
2021-10-03-16,28.9,52.0
2021-10-03-17,28.0,56.0
2021-10-03-18,26.0,62.0
2021-10-03-19,25.0,63.0
2021-10-03-20,24.1,67.0
2021-10-03-21,22.9,79.0
2021-10-03-22,23.1,85.0
2021-10-03-23,23.6,87.0
2021-10-04-0,23.4,91.0
2021-10-04-1,23.5,93.0
2021-10-04-2,23.6,95.0
2021-10-04-3,23.9,93.0
2021-10-04-4,24.0,92.0
2021-10-04-5,23.6,95.0
2021-10-04-6,23.8,95.0
2021-10-04-7,23.8,97.0
2021-10-04-8,24.5,93.0
2021-10-04-9,25.8,84.0
2021-10-04-10,27.1,74.0
2021-10-04-11,27.9,67.0
2021-10-04-12,27.5,67.0
2021-10-04-13,28.0,64.0
2021-10-04-14,29.7,56.0
2021-10-04-15,29.3,59.0
2021-10-04-16,29.0,59.0
2021-10-04-17,27.2,68.0
2021-10-04-18,26.3,76.0
2021-10-04-19,25.3,88.0
2021-10-04-20,24.8,89.0
2021-10-04-21,24.2,93.0
2021-10-04-22,23.6,96.0
2021-10-04-23,23.2,97.0
2021-10-05-0,23.2,97.0
2021-10-05-1,22.6,98.0
2021-10-05-2,22.0,99.0
2021-10-05-3,21.6,99.0
2021-10-05-4,20.6,99.0
2021-10-05-5,20.5,99.0
2021-10-05-6,20.7,99.0
2021-10-05-7,20.0,99.0
2021-10-05-8,21.3,99.0
2021-10-05-9,23.8,90.0
2021-10-05-10,26.1,73.0
2021-10-05-11,26.8,67.0
2021-10-05-12,27.9,68.0
2021-10-05-13,28.9,63.0
2021-10-05-14,28.1,73.0
2021-10-05-15,29.8,59.0
2021-10-05-16,28.8,59.0
2021-10-05-17,27.6,66.0
2021-10-05-18,26.3,75.0
2021-10-05-19,24.9,80.0
2021-10-05-20,23.7,86.0
2021-10-05-21,23.3,85.0
2021-10-05-22,22.9,93.0
2021-10-05-23,21.8,97.0
2021-10-06-0,21.5,98.0
2021-10-06-1,21.2,99.0
2021-10-06-2,20.6,99.0
2021-10-06-3,20.0,99.0
2021-10-06-4,20.1,99.0
2021-10-06-5,19.1,99.0
2021-10-06-6,19.3,99.0
2021-10-06-7,19.0,99.0
2021-10-06-8,20.4,99.0
2021-10-06-9,22.4,96.0
2021-10-06-10,25.2,81.0
2021-10-06-11,26.3,67.0
2021-10-06-12,27.3,59.0
2021-10-06-13,28.2,51.0
2021-10-06-14,27.8,55.0
2021-10-06-15,29.7,51.0
2021-10-06-16,29.1,43.0
2021-10-06-17,28.6,46.0
2021-10-06-18,26.7,57.0
2021-10-06-19,25.0,73.0
2021-10-06-20,24.0,86.0
2021-10-06-21,23.5,93.0
2021-10-06-22,23.3,94.0
2021-10-06-23,22.3,97.0
2021-10-07-0,22.0,98.0
2021-10-07-1,21.3,99.0
2021-10-07-2,21.2,98.0
2021-10-07-3,20.8,99.0
2021-10-07-4,19.9,99.0
2021-10-07-5,20.0,99.0
2021-10-07-6,19.6,99.0
2021-10-07-7,19.6,99.0
2021-10-07-8,20.4,99.0
2021-10-07-9,22.6,90.0
2021-10-07-10,24.4,78.0
2021-10-07-11,26.1,73.0
2021-10-07-12,25.7,74.0
2021-10-07-13,25.5,71.0
2021-10-07-14,25.6,74.0
2021-10-07-15,24.1,80.0
2021-10-07-16,23.5,89.0
2021-10-07-17,23.1,92.0
2021-10-07-18,22.8,94.0
2021-10-07-19,21.6,98.0
2021-10-07-20,21.8,99.0
2021-10-07-21,21.4,99.0
2021-10-07-22,21.2,99.0
2021-10-07-23,20.6,99.0
2021-10-08-0,20.3,99.0
2021-10-08-1,20.3,99.0
2021-10-08-2,19.9,99.0
2021-10-08-3,20.2,99.0
2021-10-08-4,19.9,99.0
2021-10-08-5,19.9,99.0
2021-10-08-6,19.6,99.0
2021-10-08-7,19.7,99.0
2021-10-08-8,20.4,99.0
2021-10-08-9,21.6,97.0
2021-10-08-10,22.9,93.0
2021-10-08-11,23.7,85.0
2021-10-08-12,24.5,82.0
2021-10-08-13,25.4,79.0
2021-10-08-14,24.8,78.0
2021-10-08-15,24.9,82.0
2021-10-08-16,24.6,85.0
2021-10-08-17,24.1,90.0
2021-10-08-18,23.2,95.0
2021-10-08-19,22.7,97.0
2021-10-08-20,22.8,95.0
2021-10-08-21,22.7,94.0
2021-10-08-22,22.3,97.0
2021-10-08-23,22.1,98.0
2021-10-09-0,21.8,98.0
2021-10-09-1,21.5,98.0
2021-10-09-2,21.4,98.0
2021-10-09-3,21.4,97.0
2021-10-09-4,20.9,99.0
2021-10-09-5,20.3,99.0
2021-10-09-6,20.9,98.0
2021-10-09-7,20.7,97.0
2021-10-09-8,21.5,96.0
2021-10-09-9,23.6,84.0
2021-10-09-10,25.4,75.0
2021-10-09-11,26.0,68.0
2021-10-09-12,28.2,60.0
2021-10-09-13,28.7,55.0
2021-10-09-14,29.2,55.0
2021-10-09-15,29.3,57.0
2021-10-09-16,27.8,61.0
2021-10-09-17,27.6,65.0
2021-10-09-18,26.6,68.0
2021-10-09-19,25.8,76.0
2021-10-09-20,25.3,79.0
2021-10-09-21,24.4,84.0
2021-10-09-22,23.7,87.0
2021-10-09-23,23.5,91.0
2021-10-10-0,23.0,95.0
2021-10-10-1,22.4,98.0
2021-10-10-2,21.7,99.0
2021-10-10-3,21.9,99.0
2021-10-10-4,21.2,99.0
2021-10-10-5,20.6,99.0
2021-10-10-6,20.7,99.0
2021-10-10-7,20.8,99.0
2021-10-10-8,21.7,99.0
2021-10-10-9,23.5,91.0
2021-10-10-10,24.4,87.0
2021-10-10-11,27.0,76.0
2021-10-10-12,28.9,65.0
2021-10-10-13,27.8,75.0
2021-10-10-14,29.4,68.0
2021-10-10-15,27.9,74.0
2021-10-10-16,25.3,97.0
2021-10-10-17,24.4,99.0
2021-10-10-18,24.6,99.0
2021-10-10-19,24.3,99.0
2021-10-10-20,24.2,99.0
2021-10-10-21,24.7,99.0
2021-10-10-22,24.0,99.0
2021-10-10-23,22.1,99.0
2021-10-11-0,20.8,99.0
2021-10-11-1,19.6,99.0
2021-10-11-2,19.3,99.0
2021-10-11-3,18.4,99.0
2021-10-11-4,16.9,98.0
2021-10-11-5,16.4,96.0
2021-10-11-6,16.2,97.0
2021-10-11-7,15.7,99.0
2021-10-11-8,15.0,99.0
2021-10-11-9,14.3,99.0
2021-10-11-10,14.8,99.0
2021-10-11-11,16.4,99.0
2021-10-11-12,16.3,99.0
2021-10-11-13,16.4,99.0
2021-10-11-14,16.1,99.0
2021-10-11-15,15.9,99.0
2021-10-11-16,15.3,99.0
2021-10-11-17,15.3,99.0
2021-10-11-18,15.2,99.0
2021-10-11-19,15.3,99.0
2021-10-11-20,15.2,99.0
2021-10-11-21,15.2,99.0
2021-10-11-22,15.5,99.0
2021-10-11-23,15.6,99.0
2021-10-12-0,15.8,99.0
2021-10-12-1,16.0,99.0
2021-10-12-2,16.2,99.0
2021-10-12-3,16.4,99.0
2021-10-12-4,16.5,99.0
2021-10-12-5,16.7,99.0
2021-10-12-6,16.8,99.0
2021-10-12-7,16.8,99.0
2021-10-12-8,17.0,99.0
2021-10-12-9,17.1,99.0
2021-10-12-10,17.4,99.0
2021-10-12-11,17.7,99.0
2021-10-12-12,18.2,99.0
2021-10-12-13,18.5,99.0
2021-10-12-14,18.1,99.0
2021-10-12-15,18.7,99.0
2021-10-12-16,18.4,99.0
2021-10-12-17,18.1,99.0
2021-10-12-18,17.8,99.0
2021-10-12-19,17.5,98.0
2021-10-12-20,17.3,99.0
2021-10-12-21,17.3,98.0
2021-10-12-22,17.0,98.0
2021-10-12-23,16.9,99.0
2021-10-13-0,16.8,99.0
2021-10-13-1,17.0,99.0
2021-10-13-2,17.0,99.0
2021-10-13-3,17.1,98.0
2021-10-13-4,16.9,99.0
2021-10-13-5,16.7,99.0
2021-10-13-6,16.8,99.0
2021-10-13-7,17.1,99.0
2021-10-13-8,17.8,97.0
2021-10-13-9,18.8,94.0
2021-10-13-10,19.5,90.0
2021-10-13-11,21.3,81.0
2021-10-13-12,22.1,80.0
2021-10-13-13,23.2,78.0
2021-10-13-14,23.5,76.0
2021-10-13-15,22.9,80.0
2021-10-13-16,23.1,78.0
2021-10-13-17,22.5,85.0
2021-10-13-18,21.9,89.0
2021-10-13-19,21.5,92.0
2021-10-13-20,21.6,93.0
2021-10-13-21,21.4,88.0
2021-10-13-22,20.3,97.0
2021-10-13-23,19.9,98.0
2021-10-14-0,20.1,97.0
2021-10-14-1,19.7,98.0
2021-10-14-2,19.3,99.0
2021-10-14-3,19.1,99.0
2021-10-14-4,19.0,99.0
2021-10-14-5,18.7,99.0
2021-10-14-6,18.6,99.0
2021-10-14-7,18.9,99.0
2021-10-14-8,19.2,99.0
2021-10-14-9,21.5,90.0
2021-10-14-10,22.5,83.0
2021-10-14-11,24.2,80.0
2021-10-14-12,25.0,72.0
2021-10-14-13,24.7,70.0
2021-10-14-14,25.2,69.0
2021-10-14-15,26.6,64.0
2021-10-14-16,25.9,63.0
2021-10-14-17,24.2,68.0
2021-10-14-18,23.0,75.0
2021-10-14-19,21.4,84.0
2021-10-14-20,20.5,88.0
2021-10-14-21,20.5,89.0
2021-10-14-22,20.0,92.0
2021-10-14-23,19.6,95.0
2021-10-15-0,19.8,95.0
2021-10-15-1,19.4,95.0
2021-10-15-2,18.0,99.0
2021-10-15-3,17.7,99.0
2021-10-15-4,17.4,99.0
2021-10-15-5,17.2,98.0
2021-10-15-6,17.8,97.0
2021-10-15-7,17.1,97.0
2021-10-15-8,18.7,88.0
2021-10-15-9,20.2,80.0
2021-10-15-10,21.4,77.0
2021-10-15-11,21.7,79.0
2021-10-15-12,22.0,74.0
2021-10-15-13,22.8,69.0
2021-10-15-14,22.3,74.0
2021-10-15-15,22.9,74.0
2021-10-15-16,22.1,77.0
2021-10-15-17,21.6,79.0
2021-10-15-18,20.8,82.0
2021-10-15-19,18.5,99.0
2021-10-15-20,17.6,99.0
2021-10-15-21,17.3,99.0
2021-10-15-22,17.1,99.0
2021-10-15-23,17.2,99.0
2021-10-16-0,16.7,99.0
2021-10-16-1,16.6,99.0
2021-10-16-2,16.5,99.0
2021-10-16-3,16.8,99.0
2021-10-16-4,15.8,99.0
2021-10-16-5,13.9,98.0
2021-10-16-6,14.0,98.0
2021-10-16-7,14.8,91.0
2021-10-16-8,13.9,99.0
2021-10-16-9,14.4,96.0
2021-10-16-10,15.7,87.0
2021-10-16-11,16.5,76.0
2021-10-16-12,16.8,49.0
2021-10-16-13,16.9,62.0
2021-10-16-14,16.0,58.0
2021-10-16-15,14.9,58.0
2021-10-16-16,14.2,55.0
2021-10-16-17,13.1,55.0
2021-10-16-18,12.1,56.0
2021-10-16-19,11.6,56.0
2021-10-16-20,11.0,56.0
2021-10-16-21,10.6,57.0
2021-10-16-22,9.9,57.0
2021-10-16-23,9.5,55.0
2021-10-17-0,8.9,53.0
2021-10-17-1,8.0,55.0
2021-10-17-2,6.9,55.0
2021-10-17-3,6.4,53.0
2021-10-17-4,5.8,54.0
2021-10-17-5,5.2,54.0
2021-10-17-6,4.9,51.0
2021-10-17-7,4.2,51.0
2021-10-17-8,4.8,48.0
2021-10-17-9,6.3,40.0
2021-10-17-10,7.6,31.0
2021-10-17-11,9.2,28.0
2021-10-17-12,10.7,24.0
2021-10-17-13,12.0,20.0
2021-10-17-14,13.0,21.0
2021-10-17-15,12.8,26.0
2021-10-17-16,12.7,24.0
2021-10-17-17,12.2,31.0
2021-10-17-18,10.4,42.0
2021-10-17-19,9.6,46.0
2021-10-17-20,9.0,46.0
2021-10-17-21,8.0,52.0
2021-10-17-22,6.9,57.0
2021-10-17-23,6.3,60.0
2021-10-18-0,6.3,56.0
2021-10-18-1,5.2,60.0
2021-10-18-2,5.0,61.0
2021-10-18-3,4.9,62.0
2021-10-18-4,4.9,66.0
2021-10-18-5,3.8,80.0
2021-10-18-6,4.0,68.0
2021-10-18-7,4.7,62.0
2021-10-18-8,6.6,51.0
2021-10-18-9,9.7,43.0
2021-10-18-10,12.0,40.0
2021-10-18-11,14.3,40.0
2021-10-18-12,15.7,37.0
2021-10-18-13,17.7,36.0
2021-10-18-14,17.2,30.0
2021-10-18-15,18.3,32.0
2021-10-18-16,18.0,39.0
2021-10-18-17,16.9,40.0
2021-10-18-18,15.1,47.0
2021-10-18-19,14.0,54.0
2021-10-18-20,13.0,59.0
2021-10-18-21,12.1,62.0
2021-10-18-22,11.9,64.0
2021-10-18-23,11.7,70.0
2021-10-19-0,11.7,74.0
2021-10-19-1,11.4,76.0
2021-10-19-2,10.4,85.0
2021-10-19-3,9.9,90.0
2021-10-19-4,10.4,87.0
2021-10-19-5,9.8,92.0
2021-10-19-6,9.7,94.0
2021-10-19-7,9.6,96.0
2021-10-19-8,9.8,98.0
2021-10-19-9,10.0,99.0
2021-10-19-10,12.8,89.0
2021-10-19-11,14.6,71.0
2021-10-19-12,16.1,60.0
2021-10-19-13,17.0,60.0
2021-10-19-14,12.9,89.0
2021-10-19-15,14.4,77.0
2021-10-19-16,15.3,67.0
2021-10-19-17,14.7,68.0
2021-10-19-18,13.9,64.0
2021-10-19-19,12.8,70.0
2021-10-19-20,11.9,74.0
2021-10-19-21,11.8,67.0
2021-10-19-22,11.4,68.0
2021-10-19-23,10.0,73.0
2021-10-20-0,9.7,71.0
2021-10-20-1,8.6,75.0
2021-10-20-2,8.2,75.0
2021-10-20-3,8.0,76.0
2021-10-20-4,8.1,73.0
2021-10-20-5,7.4,76.0
2021-10-20-6,7.2,80.0
2021-10-20-7,7.2,78.0
2021-10-20-8,7.9,77.0
2021-10-20-9,9.5,66.0
2021-10-20-10,11.2,57.0
2021-10-20-11,12.2,53.0
2021-10-20-12,13.5,46.0
2021-10-20-13,14.7,44.0
2021-10-20-14,14.5,42.0
2021-10-20-15,14.2,44.0
2021-10-20-16,14.2,45.0
2021-10-20-17,13.1,52.0
2021-10-20-18,12.1,54.0
2021-10-20-19,11.4,58.0
2021-10-20-20,11.0,61.0
2021-10-20-21,10.1,67.0
2021-10-20-22,9.5,68.0
2021-10-20-23,9.6,68.0
2021-10-21-0,9.2,79.0
2021-10-21-1,7.9,90.0
2021-10-21-2,8.0,90.0
2021-10-21-3,7.6,90.0
2021-10-21-4,7.4,93.0
2021-10-21-5,6.6,97.0
2021-10-21-6,6.9,97.0
2021-10-21-7,6.8,97.0
2021-10-21-8,7.8,95.0
2021-10-21-9,9.9,86.0
2021-10-21-10,13.6,62.0
2021-10-21-11,14.4,58.0
2021-10-21-12,15.4,53.0
2021-10-21-13,16.4,46.0
2021-10-21-14,16.4,47.0
2021-10-21-15,16.0,47.0
2021-10-21-16,16.2,47.0
2021-10-21-17,15.0,47.0
2021-10-21-18,13.5,58.0
2021-10-21-19,13.2,57.0
2021-10-21-20,11.9,59.0
2021-10-21-21,11.6,60.0
2021-10-21-22,10.9,66.0
2021-10-21-23,10.4,70.0
2021-10-22-0,9.6,79.0
2021-10-22-1,9.1,85.0
2021-10-22-2,8.5,87.0
2021-10-22-3,8.0,92.0
2021-10-22-4,7.9,90.0
2021-10-22-5,7.2,95.0
2021-10-22-6,6.6,97.0
2021-10-22-7,6.1,96.0
2021-10-22-8,7.3,88.0
2021-10-22-9,10.2,73.0
2021-10-22-10,14.0,55.0
2021-10-22-11,15.1,39.0
2021-10-22-12,15.8,32.0
2021-10-22-13,16.2,36.0
2021-10-22-14,16.6,37.0
2021-10-22-15,16.1,35.0
2021-10-22-16,16.4,37.0
2021-10-22-17,15.7,37.0
2021-10-22-18,14.2,43.0
2021-10-22-19,13.5,48.0
2021-10-22-20,13.2,50.0
2021-10-22-21,12.1,54.0
2021-10-22-22,11.4,57.0
2021-10-22-23,10.2,63.0
2021-10-23-0,9.8,63.0
2021-10-23-1,9.9,62.0
2021-10-23-2,8.9,76.0
2021-10-23-3,8.4,82.0
2021-10-23-4,8.3,82.0
2021-10-23-5,7.4,89.0
2021-10-23-6,7.1,90.0
2021-10-23-7,6.7,92.0
2021-10-23-8,7.5,88.0
2021-10-23-9,10.0,76.0
2021-10-23-10,13.6,64.0
2021-10-23-11,16.1,45.0
2021-10-23-12,17.6,40.0
2021-10-23-13,18.5,31.0
2021-10-23-14,20.0,30.0
2021-10-23-15,19.3,31.0
2021-10-23-16,19.3,29.0
2021-10-23-17,18.5,32.0
2021-10-23-18,16.1,36.0
2021-10-23-19,14.4,50.0
2021-10-23-20,12.9,52.0
2021-10-23-21,12.5,51.0
2021-10-23-22,11.7,56.0
2021-10-23-23,11.1,60.0
2021-10-24-0,9.8,69.0
2021-10-24-1,9.2,70.0
2021-10-24-2,8.3,80.0
2021-10-24-3,7.9,84.0
2021-10-24-4,8.1,85.0
2021-10-24-5,7.7,86.0
2021-10-24-6,7.7,82.0
2021-10-24-7,7.2,89.0
2021-10-24-8,8.3,85.0
2021-10-24-9,11.4,71.0
2021-10-24-10,13.3,64.0
2021-10-24-11,16.5,49.0
2021-10-24-12,17.5,41.0
2021-10-24-13,18.9,39.0
2021-10-24-14,19.0,38.0
2021-10-24-15,19.2,37.0
2021-10-24-16,19.5,28.0
2021-10-24-17,17.6,29.0
2021-10-24-18,16.2,51.0
2021-10-24-19,14.8,57.0
2021-10-24-20,14.5,55.0
2021-10-24-21,13.0,60.0
2021-10-24-22,12.2,70.0
2021-10-24-23,11.9,68.0
2021-10-25-0,11.3,74.0
2021-10-25-1,10.7,80.0
2021-10-25-2,10.2,81.0
2021-10-25-3,9.1,89.0
2021-10-25-4,8.7,92.0
2021-10-25-5,8.3,96.0
2021-10-25-6,8.7,93.0
2021-10-25-7,8.1,94.0
2021-10-25-8,8.8,94.0
2021-10-25-9,11.4,80.0
2021-10-25-10,14.3,70.0
2021-10-25-11,16.0,56.0
2021-10-25-12,17.4,48.0
2021-10-25-13,18.3,46.0
2021-10-25-14,19.0,43.0
2021-10-25-15,19.2,41.0
2021-10-25-16,18.7,43.0
