date-time,temp,humid
2021-08-18-2,22.2,99.0
2021-08-18-3,22.2,99.0
2021-08-18-4,21.7,99.0
2021-08-18-5,21.8,99.0
2021-08-18-6,21.1,99.0
2021-08-18-7,21.4,99.0
2021-08-18-8,22.3,99.0
2021-08-18-9,24.3,94.0
2021-08-18-10,25.9,89.0
2021-08-18-11,27.6,77.0
2021-08-18-12,28.3,64.0
2021-08-18-13,27.8,69.0
2021-08-18-14,25.5,95.0
2021-08-18-15,24.1,94.0
2021-08-18-16,23.1,94.0
2021-08-18-17,20.2,99.0
2021-08-18-18,20.5,99.0
2021-08-18-19,20.6,99.0
2021-08-18-20,20.2,99.0
2021-08-18-21,20.8,99.0
2021-08-18-22,20.6,99.0
2021-08-18-23,20.6,99.0
2021-08-19-0,20.4,99.0
2021-08-19-1,20.8,99.0
2021-08-19-2,20.4,99.0
2021-08-19-3,20.5,99.0
2021-08-19-4,20.4,99.0
2021-08-19-5,20.5,99.0
2021-08-19-6,20.6,99.0
2021-08-19-7,21.0,99.0
2021-08-19-8,21.9,99.0
2021-08-19-9,23.8,90.0
2021-08-19-10,25.3,79.0
2021-08-19-11,26.1,71.0
2021-08-19-12,27.6,71.0
2021-08-19-13,24.2,91.0
2021-08-19-14,25.0,92.0
2021-08-19-15,27.1,69.0
2021-08-19-16,20.9,98.0
2021-08-19-17,20.8,99.0
2021-08-19-18,21.0,99.0
2021-08-19-19,21.5,99.0
2021-08-19-20,21.1,99.0
2021-08-19-21,20.8,99.0
2021-08-19-22,20.2,99.0
2021-08-19-23,21.0,99.0
2021-08-20-0,20.2,99.0
2021-08-20-1,20.4,99.0
2021-08-20-2,20.3,99.0
2021-08-20-3,20.0,99.0
2021-08-20-4,19.9,99.0
2021-08-20-5,20.2,99.0
2021-08-20-6,20.2,99.0
2021-08-20-7,20.4,99.0
2021-08-20-8,22.4,99.0
2021-08-20-9,24.4,94.0
2021-08-20-10,26.5,82.0
2021-08-20-11,27.3,71.0
2021-08-20-12,28.4,69.0
2021-08-20-13,28.8,67.0
2021-08-20-14,28.8,63.0
2021-08-20-15,27.6,68.0
2021-08-20-16,28.9,62.0
2021-08-20-17,28.2,66.0
2021-08-20-18,27.0,71.0
2021-08-20-19,26.3,74.0
2021-08-20-20,25.5,79.0
2021-08-20-21,25.2,84.0
2021-08-20-22,25.7,85.0
2021-08-20-23,25.5,87.0
2021-08-21-0,25.9,88.0
2021-08-21-1,25.3,92.0
2021-08-21-2,25.6,91.0
2021-08-21-3,25.3,94.0
2021-08-21-4,25.6,91.0
2021-08-21-5,25.6,91.0
2021-08-21-6,24.5,96.0
2021-08-21-7,24.4,98.0
2021-08-21-8,24.5,99.0
2021-08-21-9,24.7,99.0
2021-08-21-10,23.8,99.0
2021-08-21-11,23.4,99.0
2021-08-21-12,24.3,99.0
2021-08-21-13,24.6,99.0
2021-08-21-14,24.5,99.0
2021-08-21-15,24.8,99.0
2021-08-21-16,25.7,99.0
2021-08-21-17,24.6,99.0
2021-08-21-18,24.7,99.0
2021-08-21-19,24.6,99.0
2021-08-21-20,24.4,99.0
2021-08-21-21,24.1,99.0
2021-08-21-22,24.0,99.0
2021-08-21-23,23.7,99.0
2021-08-22-0,23.7,99.0
2021-08-22-1,23.6,99.0
2021-08-22-2,23.5,99.0
2021-08-22-3,23.5,99.0
2021-08-22-4,22.9,99.0
2021-08-22-5,22.6,99.0
2021-08-22-6,22.7,99.0
2021-08-22-7,22.9,99.0
2021-08-22-8,23.9,99.0
2021-08-22-9,25.0,97.0
2021-08-22-10,25.9,93.0
2021-08-22-11,26.7,90.0
2021-08-22-12,27.4,82.0
2021-08-22-13,28.4,81.0
2021-08-22-14,28.6,75.0
2021-08-22-15,28.9,76.0
2021-08-22-16,27.6,78.0
2021-08-22-17,27.8,75.0
2021-08-22-18,27.4,78.0
2021-08-22-19,27.0,84.0
2021-08-22-20,26.7,86.0
2021-08-22-21,26.1,91.0
2021-08-22-22,25.4,90.0
2021-08-22-23,25.1,95.0
2021-08-23-0,25.2,94.0
2021-08-23-1,25.0,96.0
2021-08-23-2,24.6,97.0
2021-08-23-3,24.0,97.0
2021-08-23-4,24.2,97.0
2021-08-23-5,23.3,99.0
2021-08-23-6,23.5,99.0
2021-08-23-7,23.3,99.0
2021-08-23-8,23.7,99.0
2021-08-23-9,23.7,99.0
2021-08-23-10,24.1,99.0
2021-08-23-11,24.6,99.0
2021-08-23-12,25.0,99.0
2021-08-23-13,25.1,99.0
2021-08-23-14,25.5,98.0
2021-08-23-15,25.5,99.0
2021-08-23-16,25.9,99.0
2021-08-23-17,25.3,99.0
2021-08-23-18,25.0,99.0
2021-08-23-19,24.4,99.0
2021-08-23-20,23.9,99.0
2021-08-23-21,23.3,99.0
2021-08-23-22,22.7,99.0
2021-08-23-23,22.8,99.0
2021-08-24-0,22.7,99.0
2021-08-24-1,22.5,99.0
2021-08-24-2,22.8,99.0
2021-08-24-3,23.0,99.0
2021-08-24-4,23.1,99.0
2021-08-24-5,23.5,99.0
2021-08-24-6,23.9,99.0
2021-08-24-7,24.9,99.0
2021-08-24-8,25.2,99.0
2021-08-24-9,25.7,99.0
2021-08-24-10,25.9,99.0
2021-08-24-11,26.0,99.0
2021-08-24-12,26.4,99.0
2021-08-24-13,26.8,99.0
2021-08-24-14,27.3,94.0
2021-08-24-15,26.8,97.0
2021-08-24-16,26.5,97.0
2021-08-24-17,26.2,98.0
2021-08-24-18,26.1,99.0
2021-08-24-19,25.5,99.0
2021-08-24-20,25.2,99.0
2021-08-24-21,25.0,99.0
2021-08-24-22,24.7,99.0
2021-08-24-23,24.8,99.0
2021-08-25-0,24.6,99.0
2021-08-25-1,24.3,99.0
2021-08-25-2,24.5,99.0
2021-08-25-3,24.5,99.0
2021-08-25-4,24.0,99.0
2021-08-25-5,23.9,99.0
2021-08-25-6,23.8,99.0
2021-08-25-7,23.4,99.0
2021-08-25-8,24.0,99.0
2021-08-25-9,23.8,99.0
2021-08-25-10,23.9,99.0
2021-08-25-11,24.1,99.0
2021-08-25-12,25.6,98.0
2021-08-25-13,26.0,97.0
2021-08-25-14,27.0,95.0
2021-08-25-15,27.4,94.0
2021-08-25-16,27.5,95.0
2021-08-25-17,27.8,94.0
2021-08-25-18,27.2,96.0
2021-08-25-19,26.7,97.0
2021-08-25-20,25.2,99.0
2021-08-25-21,25.1,99.0
2021-08-25-22,25.0,99.0
2021-08-25-23,24.5,99.0
2021-08-26-0,24.5,99.0
2021-08-26-1,24.4,99.0
2021-08-26-2,24.1,99.0
2021-08-26-3,23.7,99.0
2021-08-26-4,23.5,99.0
2021-08-26-5,23.2,99.0
2021-08-26-6,23.2,99.0
2021-08-26-7,23.6,99.0
2021-08-26-8,24.5,99.0
2021-08-26-9,25.7,96.0
2021-08-26-10,26.7,90.0
2021-08-26-11,27.6,72.0
2021-08-26-12,29.3,62.0
2021-08-26-13,30.1,54.0
2021-08-26-14,30.1,57.0
2021-08-26-15,30.0,54.0
2021-08-26-16,30.8,59.0
2021-08-26-17,29.5,62.0
2021-08-26-18,28.6,75.0
2021-08-26-19,27.1,72.0
2021-08-26-20,26.7,69.0
2021-08-26-21,26.1,80.0
2021-08-26-22,25.2,87.0
2021-08-26-23,24.4,91.0
2021-08-27-0,24.0,94.0
2021-08-27-1,23.6,94.0
2021-08-27-2,23.1,98.0
2021-08-27-3,23.0,99.0
2021-08-27-4,23.1,98.0
2021-08-27-5,23.3,96.0
2021-08-27-6,22.8,98.0
2021-08-27-7,23.4,98.0
2021-08-27-8,22.9,99.0
2021-08-27-9,25.1,99.0
2021-08-27-10,25.7,99.0
2021-08-27-11,27.2,98.0
2021-08-27-12,26.3,99.0
2021-08-27-13,27.3,94.0
2021-08-27-14,25.5,99.0
2021-08-27-15,26.5,99.0
2021-08-27-16,24.1,99.0
2021-08-27-17,23.0,99.0
2021-08-27-18,21.7,99.0
2021-08-27-19,21.1,99.0
2021-08-27-20,21.2,99.0
2021-08-27-21,21.7,99.0
2021-08-27-22,21.4,99.0
2021-08-27-23,21.3,99.0
2021-08-28-0,21.1,99.0
2021-08-28-1,21.2,99.0
2021-08-28-2,21.1,99.0
2021-08-28-3,20.9,99.0
2021-08-28-4,20.7,99.0
2021-08-28-5,21.1,99.0
2021-08-28-6,21.1,99.0
2021-08-28-7,21.3,99.0
2021-08-28-8,22.8,99.0
2021-08-28-9,24.2,89.0
2021-08-28-10,25.6,82.0
2021-08-28-11,27.4,64.0
2021-08-28-12,28.5,57.0
2021-08-28-13,30.2,55.0
2021-08-28-14,29.2,61.0
2021-08-28-15,28.6,65.0
2021-08-28-16,28.7,70.0
2021-08-28-17,27.7,77.0
2021-08-28-18,27.3,79.0
2021-08-28-19,26.1,85.0
2021-08-28-20,25.6,87.0
2021-08-28-21,25.2,90.0
2021-08-28-22,25.3,92.0
2021-08-28-23,24.5,96.0
2021-08-29-0,25.0,96.0
2021-08-29-1,24.4,97.0
2021-08-29-2,24.5,97.0
2021-08-29-3,24.6,98.0
2021-08-29-4,24.5,99.0
2021-08-29-5,25.0,99.0
2021-08-29-6,24.5,99.0
2021-08-29-7,24.5,99.0
2021-08-29-8,24.7,99.0
2021-08-29-9,25.6,99.0
2021-08-29-10,26.1,99.0
2021-08-29-11,23.8,99.0
2021-08-29-12,25.9,99.0
2021-08-29-13,25.7,96.0
2021-08-29-14,27.3,95.0
2021-08-29-15,27.0,95.0
2021-08-29-16,27.6,96.0
2021-08-29-17,27.1,95.0
2021-08-29-18,26.7,96.0
2021-08-29-19,26.1,97.0
2021-08-29-20,26.0,98.0
2021-08-29-21,25.3,97.0
2021-08-29-22,24.8,98.0
2021-08-29-23,24.5,99.0
2021-08-30-0,24.1,99.0
2021-08-30-1,23.7,99.0
2021-08-30-2,23.6,99.0
2021-08-30-3,23.1,99.0
2021-08-30-4,22.9,99.0
2021-08-30-5,23.1,99.0
2021-08-30-6,22.9,99.0
2021-08-30-7,23.3,99.0
2021-08-30-8,24.0,99.0
2021-08-30-9,24.7,98.0
2021-08-30-10,25.9,95.0
2021-08-30-11,27.7,80.0
2021-08-30-12,28.6,80.0
2021-08-30-13,29.9,76.0
2021-08-30-14,29.3,70.0
2021-08-30-15,29.4,71.0
2021-08-30-16,29.3,73.0
2021-08-30-17,28.7,80.0
2021-08-30-18,27.9,84.0
2021-08-30-19,24.2,99.0
2021-08-30-20,23.4,99.0
2021-08-30-21,23.8,98.0
2021-08-30-22,23.6,99.0
2021-08-30-23,23.7,99.0
2021-08-31-0,23.5,99.0
2021-08-31-1,23.2,99.0
2021-08-31-2,23.1,99.0
2021-08-31-3,23.2,99.0
2021-08-31-4,23.2,99.0
2021-08-31-5,23.2,99.0
2021-08-31-6,23.1,99.0
2021-08-31-7,23.3,99.0
2021-08-31-8,23.9,99.0
2021-08-31-9,25.8,97.0
2021-08-31-10,26.4,95.0
2021-08-31-11,27.7,89.0
2021-08-31-12,29.0,80.0
2021-08-31-13,29.9,73.0
2021-08-31-14,30.4,74.0
2021-08-31-15,30.6,74.0
2021-08-31-16,29.7,73.0
2021-08-31-17,28.5,71.0
2021-08-31-18,27.9,82.0
2021-08-31-19,26.9,81.0
2021-08-31-20,26.3,85.0
2021-08-31-21,26.2,90.0
2021-08-31-22,26.0,93.0
2021-08-31-23,26.1,93.0
2021-09-01-0,25.8,95.0
2021-09-01-1,25.4,96.0
2021-09-01-2,25.2,96.0
2021-09-01-3,25.1,96.0
2021-09-01-4,25.1,95.0
2021-09-01-5,24.1,99.0
2021-09-01-6,24.1,99.0
2021-09-01-7,24.3,99.0
2021-09-01-8,25.1,99.0
2021-09-01-9,25.1,99.0
2021-09-01-10,24.4,99.0
2021-09-01-11,26.1,99.0
2021-09-01-12,25.7,99.0
2021-09-01-13,25.7,99.0
2021-09-01-14,25.9,98.0
2021-09-01-15,25.6,99.0
2021-09-01-16,24.5,99.0
2021-09-01-17,25.3,95.0
2021-09-01-18,24.7,95.0
2021-09-01-19,23.7,95.0
2021-09-01-20,23.5,95.0
2021-09-01-21,23.2,95.0
2021-09-01-22,22.6,95.0
2021-09-01-23,22.5,96.0
2021-09-02-0,22.1,97.0
2021-09-02-1,21.9,98.0
2021-09-02-2,22.1,97.0
2021-09-02-3,22.0,98.0
2021-09-02-4,21.9,98.0
2021-09-02-5,21.9,99.0
2021-09-02-6,21.4,99.0
2021-09-02-7,21.6,99.0
2021-09-02-8,22.4,97.0
2021-09-02-9,22.8,97.0
2021-09-02-10,23.3,96.0
2021-09-02-11,23.5,96.0
2021-09-02-12,22.5,99.0
2021-09-02-13,22.4,99.0
2021-09-02-14,21.5,99.0
2021-09-02-15,21.3,98.0
2021-09-02-16,21.1,99.0
2021-09-02-17,21.7,98.0
2021-09-02-18,21.5,98.0
2021-09-02-19,21.6,97.0
2021-09-02-20,21.2,98.0
2021-09-02-21,20.7,99.0
2021-09-02-22,20.8,99.0
2021-09-02-23,20.8,99.0
2021-09-03-0,20.8,99.0
2021-09-03-1,20.4,99.0
2021-09-03-2,20.2,99.0
2021-09-03-3,20.2,99.0
2021-09-03-4,20.2,99.0
2021-09-03-5,20.1,99.0
2021-09-03-6,19.7,99.0
2021-09-03-7,19.8,99.0
2021-09-03-8,20.2,99.0
2021-09-03-9,20.3,99.0
2021-09-03-10,22.6,99.0
2021-09-03-11,24.0,90.0
2021-09-03-12,24.5,89.0
2021-09-03-13,25.4,85.0
2021-09-03-14,25.5,85.0
2021-09-03-15,25.6,85.0
2021-09-03-16,26.5,75.0
2021-09-03-17,27.1,79.0
2021-09-03-18,25.1,87.0
2021-09-03-19,23.8,94.0
2021-09-03-20,23.7,95.0
2021-09-03-21,22.0,97.0
2021-09-03-22,22.2,95.0
2021-09-03-23,22.1,99.0
2021-09-04-0,21.4,98.0
2021-09-04-1,21.9,98.0
2021-09-04-2,21.3,98.0
2021-09-04-3,21.7,98.0
2021-09-04-4,21.2,97.0
2021-09-04-5,20.7,99.0
2021-09-04-6,20.2,99.0
2021-09-04-7,20.2,97.0
2021-09-04-8,21.6,96.0
2021-09-04-9,22.6,91.0
2021-09-04-10,23.8,87.0
2021-09-04-11,25.4,78.0
2021-09-04-12,26.5,71.0
2021-09-04-13,26.4,70.0
2021-09-04-14,26.7,74.0
2021-09-04-15,26.1,73.0
2021-09-04-16,25.6,80.0
2021-09-04-17,25.1,82.0
2021-09-04-18,23.9,92.0
2021-09-04-19,24.1,87.0
2021-09-04-20,24.0,88.0
2021-09-04-21,23.2,91.0
2021-09-04-22,23.3,90.0
2021-09-04-23,22.7,94.0
2021-09-05-0,22.7,94.0
2021-09-05-1,22.6,94.0
2021-09-05-2,22.4,96.0
2021-09-05-3,22.1,96.0
2021-09-05-4,21.7,96.0
2021-09-05-5,21.5,96.0
2021-09-05-6,21.1,97.0
2021-09-05-7,21.3,95.0
2021-09-05-8,21.8,92.0
2021-09-05-9,22.7,85.0
2021-09-05-10,22.8,87.0
2021-09-05-11,23.4,88.0
2021-09-05-12,23.8,87.0
2021-09-05-13,23.5,88.0
2021-09-05-14,24.2,80.0
2021-09-05-15,23.7,77.0
2021-09-05-16,23.0,85.0
2021-09-05-17,22.1,94.0
2021-09-05-18,20.6,99.0
2021-09-05-19,20.6,99.0
2021-09-05-20,20.1,96.0
2021-09-05-21,19.6,91.0
2021-09-05-22,19.7,96.0
2021-09-05-23,19.5,96.0
2021-09-06-0,19.4,97.0
2021-09-06-1,19.4,97.0
2021-09-06-2,20.0,95.0
2021-09-06-3,19.4,98.0
2021-09-06-4,18.9,99.0
2021-09-06-5,18.4,99.0
2021-09-06-6,18.1,99.0
2021-09-06-7,18.7,99.0
2021-09-06-8,19.5,98.0
2021-09-06-9,20.2,97.0
2021-09-06-10,20.7,96.0
2021-09-06-11,20.9,97.0
2021-09-06-12,21.7,97.0
2021-09-06-13,22.2,95.0
2021-09-06-14,22.5,92.0
2021-09-06-15,22.7,95.0
2021-09-06-16,22.2,95.0
2021-09-06-17,22.2,94.0
2021-09-06-18,21.9,95.0
2021-09-06-19,22.3,92.0
2021-09-06-20,22.6,87.0
2021-09-06-21,22.8,86.0
2021-09-06-22,22.7,85.0
2021-09-06-23,22.8,81.0
2021-09-07-0,22.6,79.0
2021-09-07-1,22.4,76.0
2021-09-07-2,22.6,75.0
2021-09-07-3,22.9,78.0
2021-09-07-4,21.5,91.0
2021-09-07-5,21.8,94.0
2021-09-07-6,22.2,92.0
2021-09-07-7,22.4,93.0
2021-09-07-8,21.4,99.0
2021-09-07-9,22.2,98.0
2021-09-07-10,21.5,99.0
2021-09-07-11,23.2,99.0
2021-09-07-12,23.5,98.0
2021-09-07-13,23.8,98.0
2021-09-07-14,24.8,97.0
2021-09-07-15,24.1,97.0
2021-09-07-16,24.4,96.0
2021-09-07-17,23.7,95.0
2021-09-07-18,23.0,96.0
2021-09-07-19,22.1,96.0
2021-09-07-20,21.8,97.0
2021-09-07-21,21.4,97.0
2021-09-07-22,20.8,99.0
2021-09-07-23,20.7,99.0
2021-09-08-0,20.2,99.0
2021-09-08-1,20.3,99.0
2021-09-08-2,20.2,99.0
2021-09-08-3,20.3,99.0
2021-09-08-4,20.0,99.0
2021-09-08-5,20.3,99.0
2021-09-08-6,20.2,99.0
2021-09-08-7,20.6,99.0
2021-09-08-8,21.4,96.0
2021-09-08-9,22.1,92.0
2021-09-08-10,23.5,83.0
2021-09-08-11,25.0,65.0
2021-09-08-12,25.2,67.0
2021-09-08-13,25.5,64.0
2021-09-08-14,26.6,59.0
2021-09-08-15,26.6,57.0
2021-09-08-16,26.1,62.0
2021-09-08-17,25.2,72.0
2021-09-08-18,25.1,74.0
2021-09-08-19,23.4,79.0
2021-09-08-20,22.2,90.0
2021-09-08-21,21.5,92.0
2021-09-08-22,21.1,94.0
2021-09-08-23,20.8,95.0
2021-09-09-0,20.5,95.0
2021-09-09-1,20.2,96.0
2021-09-09-2,19.9,97.0
2021-09-09-3,19.0,99.0
2021-09-09-4,18.6,99.0
2021-09-09-5,18.7,99.0
2021-09-09-6,18.4,99.0
2021-09-09-7,19.1,99.0
2021-09-09-8,19.5,98.0
2021-09-09-9,21.8,95.0
2021-09-09-10,23.2,85.0
2021-09-09-11,24.3,78.0
2021-09-09-12,25.9,69.0
2021-09-09-13,27.3,67.0
2021-09-09-14,27.6,63.0
2021-09-09-15,27.9,58.0
2021-09-09-16,27.1,63.0
2021-09-09-17,26.5,72.0
2021-09-09-18,25.5,75.0
2021-09-09-19,25.1,78.0
2021-09-09-20,24.7,86.0
2021-09-09-21,24.1,87.0
2021-09-09-22,23.6,91.0
2021-09-09-23,23.0,94.0
2021-09-10-0,22.5,94.0
2021-09-10-1,22.5,96.0
2021-09-10-2,21.8,97.0
2021-09-10-3,21.8,97.0
2021-09-10-4,21.8,96.0
2021-09-10-5,21.8,96.0
2021-09-10-6,21.6,96.0
2021-09-10-7,21.6,97.0
2021-09-10-8,21.9,96.0
2021-09-10-9,22.5,95.0
2021-09-10-10,22.5,96.0
2021-09-10-11,23.2,92.0
2021-09-10-12,22.4,95.0
2021-09-10-13,23.9,88.0
2021-09-10-14,24.8,85.0
2021-09-10-15,25.3,80.0
2021-09-10-16,25.7,84.0
2021-09-10-17,25.3,86.0
2021-09-10-18,24.7,90.0
2021-09-10-19,23.8,94.0
2021-09-10-20,23.8,93.0
2021-09-10-21,23.3,95.0
2021-09-10-22,23.2,95.0
2021-09-10-23,22.9,97.0
2021-09-11-0,23.0,96.0
2021-09-11-1,22.7,97.0
2021-09-11-2,22.2,99.0
2021-09-11-3,22.0,99.0
2021-09-11-4,21.1,99.0
2021-09-11-5,21.2,99.0
2021-09-11-6,20.9,99.0
2021-09-11-7,21.1,99.0
2021-09-11-8,21.5,99.0
2021-09-11-9,22.1,99.0
2021-09-11-10,23.8,94.0
2021-09-11-11,26.3,81.0
2021-09-11-12,27.8,68.0
2021-09-11-13,28.1,67.0
2021-09-11-14,28.2,65.0
2021-09-11-15,29.5,60.0
2021-09-11-16,29.6,64.0
2021-09-11-17,29.5,58.0
2021-09-11-18,28.8,60.0
2021-09-11-19,27.1,67.0
2021-09-11-20,25.4,90.0
2021-09-11-21,24.5,91.0
2021-09-11-22,24.6,94.0
2021-09-11-23,23.9,94.0
2021-09-12-0,23.2,95.0
2021-09-12-1,22.6,97.0
2021-09-12-2,22.2,99.0
2021-09-12-3,21.7,99.0
2021-09-12-4,21.1,99.0
2021-09-12-5,20.9,99.0
2021-09-12-6,20.7,99.0
2021-09-12-7,20.9,99.0
2021-09-12-8,22.1,99.0
2021-09-12-9,23.5,96.0
2021-09-12-10,25.7,86.0
2021-09-12-11,26.7,80.0
2021-09-12-12,27.5,73.0
2021-09-12-13,27.9,72.0
2021-09-12-14,29.1,62.0
2021-09-12-15,28.8,55.0
2021-09-12-16,28.9,58.0
2021-09-12-17,28.2,65.0
2021-09-12-18,27.2,73.0
2021-09-12-19,26.4,83.0
2021-09-12-20,25.9,83.0
2021-09-12-21,25.4,78.0
2021-09-12-22,25.1,79.0
2021-09-12-23,24.6,85.0
2021-09-13-0,23.6,93.0
2021-09-13-1,22.6,94.0
2021-09-13-2,22.3,94.0
2021-09-13-3,22.8,78.0
2021-09-13-4,22.1,87.0
2021-09-13-5,22.0,89.0
2021-09-13-6,20.6,94.0
2021-09-13-7,21.1,89.0
2021-09-13-8,22.0,85.0
2021-09-13-9,23.7,65.0
2021-09-13-10,25.1,58.0
2021-09-13-11,26.5,54.0
2021-09-13-12,27.4,54.0
2021-09-13-13,27.8,55.0
2021-09-13-14,28.0,53.0
2021-09-13-15,26.9,59.0
2021-09-13-16,26.0,61.0
2021-09-13-17,25.6,64.0
2021-09-13-18,24.8,68.0
2021-09-13-19,24.3,71.0
2021-09-13-20,24.2,68.0
2021-09-13-21,24.1,67.0
2021-09-13-22,23.9,68.0
2021-09-13-23,23.9,70.0
2021-09-14-0,23.1,73.0
2021-09-14-1,22.7,79.0
2021-09-14-2,22.7,79.0
2021-09-14-3,22.7,78.0
2021-09-14-4,22.7,79.0
2021-09-14-5,22.2,80.0
2021-09-14-6,22.2,80.0
2021-09-14-7,22.0,83.0
2021-09-14-8,20.7,96.0
2021-09-14-9,20.5,99.0
2021-09-14-10,21.0,98.0
2021-09-14-11,21.7,97.0
2021-09-14-12,22.5,97.0
2021-09-14-13,23.6,95.0
2021-09-14-14,24.9,90.0
2021-09-14-15,25.0,85.0
2021-09-14-16,24.5,84.0
2021-09-14-17,24.2,82.0
2021-09-14-18,23.2,82.0
2021-09-14-19,22.7,83.0
2021-09-14-20,22.6,82.0
2021-09-14-21,22.1,85.0
2021-09-14-22,22.1,83.0
2021-09-14-23,22.3,78.0
2021-09-15-0,22.1,75.0
2021-09-15-1,21.8,78.0
2021-09-15-2,21.8,77.0
2021-09-15-3,21.6,76.0
2021-09-15-4,21.2,77.0
2021-09-15-5,21.3,76.0
2021-09-15-6,21.2,78.0
2021-09-15-7,21.5,76.0
2021-09-15-8,22.1,72.0
2021-09-15-9,23.4,65.0
2021-09-15-10,25.1,58.0
2021-09-15-11,26.7,56.0
2021-09-15-12,27.7,51.0
2021-09-15-13,28.4,53.0
2021-09-15-14,28.7,52.0
2021-09-15-15,29.0,51.0
2021-09-15-16,28.6,52.0
2021-09-15-17,28.3,53.0
2021-09-15-18,26.8,56.0
2021-09-15-19,24.8,61.0
2021-09-15-20,23.5,65.0
2021-09-15-21,22.6,67.0
2021-09-15-22,22.2,66.0
2021-09-15-23,21.5,68.0
2021-09-16-0,20.7,69.0
2021-09-16-1,20.3,69.0
2021-09-16-2,20.1,70.0
2021-09-16-3,19.5,74.0
2021-09-16-4,19.2,77.0
2021-09-16-5,19.0,79.0
2021-09-16-6,18.5,82.0
2021-09-16-7,19.1,81.0
2021-09-16-8,20.4,76.0
2021-09-16-9,21.7,69.0
2021-09-16-10,23.7,64.0
2021-09-16-11,24.8,63.0
2021-09-16-12,24.9,62.0
2021-09-16-13,23.8,69.0
2021-09-16-14,22.8,77.0
2021-09-16-15,22.4,83.0
2021-09-16-16,23.0,82.0
2021-09-16-17,22.9,85.0
2021-09-16-18,21.1,96.0
2021-09-16-19,20.6,99.0
2021-09-16-20,20.6,99.0
2021-09-16-21,20.5,99.0
2021-09-16-22,20.6,99.0
2021-09-16-23,21.1,96.0
2021-09-17-0,21.4,95.0
2021-09-17-1,20.0,99.0
2021-09-17-2,19.9,99.0
2021-09-17-3,20.2,99.0
2021-09-17-4,20.0,98.0
2021-09-17-5,20.4,96.0
2021-09-17-6,20.3,97.0
2021-09-17-7,20.4,97.0
2021-09-17-8,21.1,96.0
2021-09-17-9,22.2,93.0
2021-09-17-10,23.1,88.0
2021-09-17-11,24.7,84.0
2021-09-17-12,24.7,84.0
2021-09-17-13,24.9,82.0
2021-09-17-14,27.0,72.0
2021-09-17-15,27.4,71.0
2021-09-17-16,27.6,72.0
2021-09-17-17,26.6,76.0
2021-09-17-18,25.5,79.0
2021-09-17-19,24.2,83.0
2021-09-17-20,23.5,85.0
2021-09-17-21,23.4,84.0
2021-09-17-22,23.1,84.0
2021-09-17-23,22.3,83.0
2021-09-18-0,21.8,85.0
2021-09-18-1,21.9,85.0
2021-09-18-2,21.2,87.0
2021-09-18-3,21.0,86.0
2021-09-18-4,19.9,95.0
2021-09-18-5,20.3,95.0
2021-09-18-6,20.2,95.0
2021-09-18-7,20.1,96.0
2021-09-18-8,21.1,94.0
2021-09-18-9,22.4,90.0
2021-09-18-10,24.3,84.0
2021-09-18-11,24.1,79.0
2021-09-18-12,26.1,70.0
2021-09-18-13,25.6,70.0
2021-09-18-14,25.6,73.0
2021-09-18-15,26.1,66.0
2021-09-18-16,27.3,62.0
2021-09-18-17,25.8,69.0
2021-09-18-18,25.8,66.0
2021-09-18-19,24.6,74.0
2021-09-18-20,23.9,76.0
2021-09-18-21,23.1,87.0
2021-09-18-22,22.4,90.0
2021-09-18-23,21.8,90.0
2021-09-19-0,21.4,94.0
2021-09-19-1,21.2,94.0
2021-09-19-2,20.6,95.0
2021-09-19-3,20.2,97.0
2021-09-19-4,20.2,97.0
2021-09-19-5,19.9,98.0
2021-09-19-6,19.4,99.0
2021-09-19-7,19.3,99.0
2021-09-19-8,20.6,96.0
2021-09-19-9,22.7,80.0
2021-09-19-10,24.2,73.0
2021-09-19-11,25.8,59.0
2021-09-19-12,27.1,57.0
2021-09-19-13,28.0,52.0
2021-09-19-14,26.8,57.0
2021-09-19-15,26.5,66.0
2021-09-19-16,26.3,63.0
2021-09-19-17,28.1,55.0
2021-09-19-18,26.3,64.0
2021-09-19-19,24.9,67.0
2021-09-19-20,23.8,72.0
2021-09-19-21,23.5,72.0
2021-09-19-22,22.8,78.0
2021-09-19-23,22.5,81.0
2021-09-20-0,22.3,82.0
2021-09-20-1,21.4,87.0
2021-09-20-2,21.1,90.0
2021-09-20-3,20.6,94.0
2021-09-20-4,20.2,94.0
2021-09-20-5,19.8,93.0
2021-09-20-6,19.3,96.0
2021-09-20-7,19.5,93.0
2021-09-20-8,20.6,87.0
2021-09-20-9,23.4,72.0
2021-09-20-10,25.0,62.0
2021-09-20-11,26.7,60.0
2021-09-20-12,26.7,65.0
2021-09-20-13,27.1,60.0
2021-09-20-14,28.2,57.0
2021-09-20-15,26.7,63.0
2021-09-20-16,27.3,63.0
2021-09-20-17,26.2,68.0
2021-09-20-18,25.4,72.0
2021-09-20-19,24.6,79.0
2021-09-20-20,24.3,83.0
2021-09-20-21,24.4,84.0
2021-09-20-22,24.3,87.0
2021-09-20-23,24.5,83.0
2021-09-21-0,24.9,83.0
2021-09-21-1,24.6,84.0
2021-09-21-2,24.6,85.0
2021-09-21-3,24.8,87.0
2021-09-21-4,25.1,87.0
2021-09-21-5,24.0,96.0
2021-09-21-6,21.3,99.0
2021-09-21-7,21.1,99.0
