date,temp,rain,humid,sun,sun2
2022-07-28 13:00,32.3,,62,1,3.42
2022-07-28 14:00,32.4,,60,1,3.42
2022-07-28 15:00,32.6,,55,1,3.08
2022-07-28 16:00,32.5,,57,1,2.56
2022-07-28 17:00,32.3,,61,1,2
2022-07-28 18:00,31.3,,65,1,1.3
2022-07-28 19:00,30,,72,0.8,0.44
2022-07-28 20:00,28.9,,79,0.1,0.1
2022-07-28 21:00,28.6,,81,,
2022-07-28 22:00,28,,87,,
2022-07-28 23:00,27.7,,89,,
2022-07-29 0:00,27.4,,94,,
2022-07-29 1:00,26.9,,96,,
2022-07-29 2:00,26.5,,98,,
2022-07-29 3:00,26.3,,98,,
2022-07-29 4:00,26.3,,97,,
2022-07-29 5:00,25.8,,99,,
2022-07-29 6:00,25.6,,99,0,0.06
2022-07-29 7:00,26.2,,98,0.8,0.4
2022-07-29 8:00,27.9,,91,1,1.08
2022-07-29 9:00,30.2,,80,1,1.89
2022-07-29 10:00,32,,68,1,2.77
2022-07-29 11:00,32.7,,63,1,2.45
2022-07-29 12:00,33.3,,68,0.9,3.08
2022-07-29 13:00,33.4,,59,0.8,2.54
2022-07-29 14:00,34.4,,58,0.7,2.21
2022-07-29 15:00,34.4,,57,0.8,2.06
2022-07-29 16:00,33.5,,58,0.7,1.34
2022-07-29 17:00,34.2,,59,0.9,1.68
2022-07-29 18:00,33.5,,59,1,1.29
2022-07-29 19:00,32.2,,63,0.3,0.32
2022-07-29 20:00,31,,70,0.1,0.08
2022-07-29 21:00,30.5,,73,,
2022-07-29 22:00,29.9,,70,,
2022-07-29 23:00,29.6,,70,,
2022-07-30 0:00,28.8,,75,,
2022-07-30 1:00,28.3,,77,,
2022-07-30 2:00,28.2,,80,,
2022-07-30 3:00,27.5,,82,,
2022-07-30 4:00,26.5,,89,,
2022-07-30 5:00,26.3,,90,,
2022-07-30 6:00,26.6,,91,0,0.06
2022-07-30 7:00,27.4,,87,0.7,0.38
2022-07-30 8:00,28.5,,84,1,1.05
2022-07-30 9:00,29.9,,75,0.5,1.17
2022-07-30 10:00,29.8,,73,0.3,1.34
2022-07-30 11:00,30,,72,0.1,1.26
2022-07-30 12:00,30,,75,0.2,1.47
2022-07-30 13:00,29.6,,78,0,1.01
2022-07-30 14:00,28.8,0,85,0,0.8
2022-07-30 15:00,28.3,0,93,0,0.65
2022-07-30 16:00,28.2,0,92,0,0.62
2022-07-30 17:00,28.7,0,90,0,0.51
2022-07-30 18:00,28.9,0,87,0,0.51
2022-07-30 19:00,29.1,,83,0,0.31
2022-07-30 20:00,28.6,,86,0,0.1
2022-07-30 21:00,28.7,,83,,
2022-07-30 22:00,28.7,,83,,
2022-07-30 23:00,28.2,,86,,
2022-07-31 0:00,28.1,0,87,,
2022-07-31 1:00,28.2,0,87,,
2022-07-31 2:00,27.6,0,93,,
2022-07-31 3:00,27.9,0,91,,
2022-07-31 4:00,27.6,,93,,
2022-07-31 5:00,26.4,0,99,,
2022-07-31 6:00,25.4,1.6,99,0,0.05
2022-07-31 7:00,26.1,0,99,0,0.19
2022-07-31 8:00,26.7,0,99,0,0.42
2022-07-31 9:00,27.3,0,97,0,0.56
2022-07-31 10:00,27.5,0,97,0,0.58
2022-07-31 11:00,26.9,0,99,0,0.64
2022-07-31 12:00,25.7,4.9,99,0,0.23
2022-07-31 13:00,26,1.9,99,0,0.53
2022-07-31 14:00,26,1,99,0,0.64
2022-07-31 15:00,26.8,0.1,99,0,1.13
2022-07-31 16:00,27.6,,97,0,1.34
2022-07-31 17:00,27,0,99,0,0.51
2022-07-31 18:00,25.9,0.6,99,0,0.48
2022-07-31 19:00,26.5,0,99,0,0.23
2022-07-31 20:00,26.2,1.3,99,0,0.09
2022-07-31 21:00,26.4,0.1,99,,
2022-07-31 22:00,26.8,0.3,99,,
2022-07-31 23:00,25.8,7.1,99,,
2022-08-01 0:00,26,7.5,99,,
2022-08-01 1:00,26.5,0.3,99,,
2022-08-01 2:00,27.2,0,99,,
2022-08-01 3:00,27.3,,99,,
2022-08-01 4:00,27.2,0,99,,
2022-08-01 5:00,26.4,0.4,99,,
2022-08-01 6:00,25.8,0.1,99,0,0.06
2022-08-01 7:00,25.7,0.7,99,0,0.11
2022-08-01 8:00,26.9,0,99,0,0.35
2022-08-01 9:00,27.9,,99,0.1,0.93
2022-08-01 10:00,28.9,0,97,0.4,1.36
2022-08-01 11:00,29.1,0,97,0,1.09
2022-08-01 12:00,28.3,0,97,0,1.09
2022-08-01 13:00,29.1,0,93,0,1.25
2022-08-01 14:00,28.9,0,95,0,1.04
2022-08-01 15:00,29,,97,0,0.83
2022-08-01 16:00,28.8,,97,0,0.9
2022-08-01 17:00,28.7,,97,0,0.41
2022-08-01 18:00,28.4,,98,0,0.32
2022-08-01 19:00,28.3,,98,0,0.19
2022-08-01 20:00,27.9,,99,0,0.07
2022-08-01 21:00,27.5,,99,,
2022-08-01 22:00,27.4,0,98,,
2022-08-01 23:00,26.7,0,99,,
2022-08-02 0:00,26.9,0,99,,
2022-08-02 1:00,27,,99,,
2022-08-02 2:00,26.5,0,99,,
2022-08-02 3:00,26.3,0,99,,
2022-08-02 4:00,25.8,0.7,99,,
2022-08-02 5:00,25.6,0.2,99,,
2022-08-02 6:00,25.7,0.3,99,0,0.07
2022-08-02 7:00,26.1,,99,0,0.18
2022-08-02 8:00,26.1,0.3,99,0,0.48
2022-08-02 9:00,27.3,0,99,0.2,0.59
2022-08-02 10:00,28.7,,97,0.7,1.92
2022-08-02 11:00,28.5,,98,0.1,1.26
2022-08-02 12:00,28.5,0.2,99,0.3,1.56
2022-08-02 13:00,29.3,,97,0.1,1.68
2022-08-02 14:00,29.1,,97,0.1,1.01
2022-08-02 15:00,30.2,,89,0.5,2.07
2022-08-02 16:00,30.1,,87,0.3,1.33
2022-08-02 17:00,31.4,,76,0.6,1.49
2022-08-02 18:00,30.7,,81,0.4,0.75
2022-08-02 19:00,29.7,,84,0.9,0.6
2022-08-02 20:00,28.5,,98,0.2,0.11
2022-08-02 21:00,28.1,,97,,
2022-08-02 22:00,27.6,,98,,
2022-08-02 23:00,27.1,,99,,
2022-08-03 0:00,27,,99,,
2022-08-03 1:00,26.2,2.6,99,,
2022-08-03 2:00,25.9,0,99,,
2022-08-03 3:00,26.2,0.1,99,,
2022-08-03 4:00,26,,99,,
2022-08-03 5:00,25.7,0.1,99,,
2022-08-03 6:00,25.9,0.1,99,0,0.06
2022-08-03 7:00,26.3,,99,0.1,0.25
2022-08-03 8:00,27.8,,99,0.5,0.78
2022-08-03 9:00,28.1,,99,0.1,0.74
2022-08-03 10:00,29.8,,90,0.4,1.42
2022-08-03 11:00,26.2,7.3,99,0.1,0.81
2022-08-03 12:00,28.1,0,99,0.4,1.68
2022-08-03 13:00,29.3,,99,0.2,1.97
2022-08-03 14:00,29.2,,99,0.1,1.76
2022-08-03 15:00,30.9,,86,0.4,2.05
2022-08-03 16:00,30,1.2,99,0.5,1.72
2022-08-03 17:00,29.6,,97,0.6,1.71
2022-08-03 18:00,29.4,,98,0.5,0.87
2022-08-03 19:00,28.9,0,98,0.5,0.44
2022-08-03 20:00,28.4,,99,0.1,0.1
2022-08-03 21:00,27.9,,99,,
2022-08-03 22:00,27.3,,99,,
2022-08-03 23:00,26.9,,99,,
2022-08-04 0:00,26.8,,99,,
2022-08-04 1:00,26.8,,99,,
2022-08-04 2:00,26.6,,99,,
2022-08-04 3:00,26.4,,99,,
2022-08-04 4:00,26.5,,99,,
2022-08-04 5:00,26.4,,99,,
2022-08-04 6:00,26.5,,99,0,0.06
2022-08-04 7:00,26.9,,99,0.3,0.29
2022-08-04 8:00,27.5,,99,0.2,0.57
2022-08-04 9:00,28.7,,98,0.5,1.19
2022-08-04 10:00,30,,91,0.8,1.92
2022-08-04 11:00,30.6,,80,0.8,2.53
2022-08-04 12:00,30.8,,79,0.7,2.8
2022-08-04 13:00,31.5,,77,0.4,2.25
2022-08-04 14:00,31.3,,82,0.4,1.83
2022-08-04 15:00,32.4,,72,0.9,2.61
2022-08-04 16:00,32.9,,77,0.7,1.94
2022-08-04 17:00,32.6,,71,1,2.2
2022-08-04 18:00,31.5,,83,0.6,0.97
2022-08-04 19:00,30.3,,87,0.9,0.61
2022-08-04 20:00,29.2,,91,0.1,0.11
2022-08-04 21:00,28.8,,96,,
2022-08-04 22:00,28.1,,99,,
2022-08-04 23:00,27.7,,99,,
2022-08-05 0:00,27.1,,99,,
2022-08-05 1:00,27,,99,,
2022-08-05 2:00,26.8,,99,,
2022-08-05 3:00,27,,99,,
2022-08-05 4:00,26.9,,99,,
2022-08-05 5:00,26.7,,99,,
2022-08-05 6:00,26.7,0,99,0,0.06
2022-08-05 7:00,27.1,,99,0,0.22
2022-08-05 8:00,27.4,,99,0,0.37
2022-08-05 9:00,28.3,,99,0,0.67
2022-08-05 10:00,29.5,,98,0.1,0.98
2022-08-05 11:00,30.7,,83,0.6,1.98
2022-08-05 12:00,31,,81,0.2,1.61
2022-08-05 13:00,30.8,,83,0.3,1.66
2022-08-05 14:00,32.5,,74,0.4,1.84
2022-08-05 15:00,32.3,,82,0.7,2.03
2022-08-05 16:00,32,,83,0.6,1.65
2022-08-05 17:00,31.3,,84,0.6,1.14
2022-08-05 18:00,30.6,,88,0.4,0.66
2022-08-05 19:00,29.8,,91,0.9,0.45
2022-08-05 20:00,29.2,,98,0,0.08
2022-08-05 21:00,28.6,,99,,
2022-08-05 22:00,28.4,,99,,
2022-08-05 23:00,28.1,,99,,
2022-08-06 0:00,27.8,,99,,
2022-08-06 1:00,27.6,,99,,
2022-08-06 2:00,27.6,,99,,
2022-08-06 3:00,27.5,,99,,
2022-08-06 4:00,27.4,,99,,
2022-08-06 5:00,27.3,,99,,
2022-08-06 6:00,27.3,,99,0,0.06
2022-08-06 7:00,27.6,,99,0,0.26
2022-08-06 8:00,28.5,,99,0.1,0.63
2022-08-06 9:00,29.3,,97,0.4,1.21
2022-08-06 10:00,29.8,,97,0.3,1.05
2022-08-06 11:00,30,,94,0.3,1.48
2022-08-06 12:00,31.3,,84,0.5,1.99
2022-08-06 13:00,32.7,,83,0.8,2.71
2022-08-06 14:00,33.1,,75,0.7,2.44
2022-08-06 15:00,33.4,,74,0.9,2.87
2022-08-06 16:00,32.9,,79,0.8,2.22
2022-08-06 17:00,32.8,,76,0.8,1.44
2022-08-06 18:00,32.7,,80,0.6,0.91
2022-08-06 19:00,31.4,,84,0.5,0.45
2022-08-06 20:00,30.3,,93,0,0.08
2022-08-06 21:00,29.6,,99,,
2022-08-06 22:00,28.8,,99,,
2022-08-06 23:00,28.1,,98,,
2022-08-07 0:00,28,,99,,
2022-08-07 1:00,27.9,,99,,
2022-08-07 2:00,27.6,,99,,
2022-08-07 3:00,27.5,,99,,
2022-08-07 4:00,27.7,,99,,
2022-08-07 5:00,27.6,,99,,
2022-08-07 6:00,27.8,,99,0,0.06
2022-08-07 7:00,27.9,,99,0,0.2
2022-08-07 8:00,28.8,,99,0.2,0.53
2022-08-07 9:00,29.8,,93,0.7,1.39
2022-08-07 10:00,31.1,,86,0.9,1.9
2022-08-07 11:00,32.5,,81,0.8,2.52
2022-08-07 12:00,33.1,,75,0.6,2.1
2022-08-07 13:00,33.6,,73,0.9,3.15
2022-08-07 14:00,33,,77,0.9,2.85
2022-08-07 15:00,33.2,,67,0.9,2.7
2022-08-07 16:00,32.6,,73,1,2.41
2022-08-07 17:00,32.1,,75,1,1.68
2022-08-07 18:00,30.9,,84,0.3,0.71
2022-08-07 19:00,30.1,,89,0,0.32
2022-08-07 20:00,29.1,,96,0,0.07
2022-08-07 21:00,28.6,,98,,
2022-08-07 22:00,28.7,,94,,
2022-08-07 23:00,28.4,,96,,
2022-08-08 0:00,28.4,,97,,
2022-08-08 1:00,28.2,,97,,
2022-08-08 2:00,28,,98,,
2022-08-08 3:00,27.9,,98,,
2022-08-08 4:00,27.8,,97,,
2022-08-08 5:00,27.8,,97,,
2022-08-08 6:00,27.4,,98,0,0.06
2022-08-08 7:00,27.6,,98,0,0.17
2022-08-08 8:00,28.4,,97,0.3,0.67
2022-08-08 9:00,29,,94,0.2,1.06
2022-08-08 10:00,30.1,,85,0.7,1.76
2022-08-08 11:00,30.8,,75,1,2.44
2022-08-08 12:00,30.6,,80,0.4,1.96
2022-08-08 13:00,30.8,,81,0,1.83
2022-08-08 14:00,31.5,,77,0.6,2.06
2022-08-08 15:00,30.8,,80,0.2,1.8
2022-08-08 16:00,30.6,,82,0,1.32
2022-08-08 17:00,29.9,,85,0,0.79
2022-08-08 18:00,29.5,,85,0,0.5
2022-08-08 19:00,28.9,,90,0,0.22
2022-08-08 20:00,28.4,,93,0,0.07
2022-08-08 21:00,28,,95,,
2022-08-08 22:00,27.8,,96,,
2022-08-08 23:00,27.7,,94,,
2022-08-09 0:00,27.4,,97,,
